"lemma_it","UPOS","lemma_parm","lemma_parm_2","lemma_parm_3","lemma_parm_4","lemma_parm_5","lemma_parm_6","lemma_parm_7","lemma_parm_8","lemma_parm_9","LiITA_URI","LiITA_URI_2","LiITA_URI_3","LiITA_URI_4","LiITA_URI_5","LiITA_URI_6","LiITA_URI_7"
"tracollare","VERB","tracolär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1047691",,,,,,
"tracollo","NOUN","tracòl","trapìcch","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1047692",,,,,,
"tradimento","NOUN","tradimént","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1047707",,,,,,
"tradire","VERB","tradir","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1047708",,,,,,
"traditore","NOUN","traditôr","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1047712",,,,,,
"trafficante","NOUN","trafghén","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1061039",,,,,,
"trafficante","NOUN","tragatén","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1061039",,,,,,
"trafficare","VERB","traficär","tragatär","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1047741",,,,,,
"tragico","ADJ","tràgich","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1047797",,,,,,
"tranello","NOUN","tranél","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1047935",,,,,,
"trapanare","VERB","trapanär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1048058",,,,,,
"trapano","NOUN","tarvlén","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1048065",,,,,,
"trappola","NOUN","traplón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099018",,,,,,
"trappola","NOUN","ardéla","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099018",,,,,,
"trappola","NOUN","sorgarôla","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099018",,,,,,
"trappola","NOUN","cògol","tràpla","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099018",,,,,,
"trarre","VERB","trär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099021",,,,,,
"trasandata","NOUN","carcagnón’na","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1061072",,,,,,
"trasandato","ADJ","carcagnón","_","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/32052",,,,,,
"trascurare","VERB","trascurär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1048168",,,,,,
"trascurato","ADJ","savatlón","tarlucón","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/32062",,,,,,
"trasformare","VERB","trasformär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1048202",,,,,,
"trasformazione","NOUN","trasformasión","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099029",,,,,,
"traslocare","VERB","traslocär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1048234",,,,,,
"trasportare","VERB","trasportär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1048289",,,,,,
"trattare","VERB","tratär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099043",,,,,,
"trattenere","VERB","tratgnir","tartgnir","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1048349",,,,,,
"trattenersi","VERB","contgnires","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1048350",,,,,,
"tratto","NOUN","trat","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099045",,,,,,
"travasare","VERB","travazär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1048392",,,,,,
"trave","NOUN","träv","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099051",,,,,,
"traverso","NOUN","travèrs","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099058",,,,,,
"travestito","ADJ","trazvestí","_","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/32106",,,,,,
"tre","NUM","tri","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1061115",,,,,,
"trebbiano","NOUN","terbian","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1048435",,,,,,
"treccia","NOUN","résta","résca","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1048447",,,,,,
"treccia","NOUN","trèssa","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1048447",,,,,,
"tredici","NUM","trèddez","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1048469",,,,,,
"tremare","VERB","termär","tarmär","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1048481",,,,,,
"tremarella","NOUN","tarmaróla","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1048482",,,,,,
"tremendo","ADJ","treménd","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1048487",,,,,,
"trementina","NOUN","termintén’na","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099071",,,,,,
"tremito","NOUN","termór","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1061125",,,,,,
"trenta","NUM","trenta","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1048511",,,,,,
"tresette","NOUN","trisètt","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1048547",,,,,,
"triangolo","NOUN","teriàngol","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1048573",,,,,,
"tribolare","VERB","tribulär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1048588",,,,,,
"trifoglio","NOUN","orióla","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1048700",,,,,,
"trifoglio","NOUN","tarfój","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1048700",,,,,,
"trillo","NOUN","trìll","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1048741",,,,,,
"trinciare","VERB","trinsär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1048802",,,,,,
"trinità","NOUN","ternitä","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099105",,,,,,
"trionfare","VERB","trionfär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1048828",,,,,,
"trippa","NOUN","trìppa","buzéca","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1048871",,,,,,
"triste","ADJ","tríst","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1048908",,,,,,
"tristezza","NOUN","tristèssa","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1048909",,,,,,
"tritare","VERB","tridär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1048928",,,,,,
"tritato","ADJ","tríd","_","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/32138",,,,,,
"trivellare","VERB","tarvlär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1048964",,,,,,
"troia","NOUN","tròja","zana","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049006",,,,,,
"tromba","NOUN","tromba","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099135",,,,,,
"trombone","NOUN","trombón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099138",,,,,,
"troncare","VERB","troncär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049047",,,,,,
"tronco","NOUN","cavas","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099142",,,,,,
"tronco","NOUN","tronchètt","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099142",,,,,,
"tronco","NOUN","gavàs","cavàs","trónch","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099142",,,,,,
"troppo","ADV","tròp","_","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/52016",,,,,,
"trottare","VERB","trotär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049094",,,,,,
"trottata","NOUN","trotadén’na","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049095",,,,,,
"trottata","NOUN","trotäda","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049095",,,,,,
"trotto","NOUN","tròt","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049101",,,,,,
"trottola","NOUN","tròtla","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049102",,,,,,
"trovata","NOUN","catäda","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049114",,,,,,
"truccarsi","VERB","trucärs","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049126",,,,,,
"truffa","NOUN","gabla","trùffa","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049154",,,,,,
"truffaldino","ADJ","trufaldén","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049155",,,,,,
"truffare","VERB","cifär","gablär","trufär","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049158",,,,,,
"truffatore","NOUN","cifón","gablotón","magnacapàra","trapladôr","trufadór","_","_","_","_","http://liita.it/data/id/lemma/1049160",,,,,,
"tu da solo","ADJ","dapartí","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1060324",,,,,,
"tu","PRON","ti","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049196",,,,,,
"tua","DET","tòvva","_","_","_","_","_","_","_","_",,,,,,,
"tugurio","NOUN","tugúri","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049284",,,,,,
"tulipano","NOUN","tulipan","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049289",,,,,,
"tuo","DET","tò","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049321",,,,,,
"tuonare","VERB","tronär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049322",,,,,,
"tuonata","NOUN","tronäda","_","_","_","_","_","_","_","_",,,,,,,
"tuorlo","NOUN","latpul","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099181",,,,,,
"turare","VERB","stopär","turär","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049337",,,,,,
"tutto come viene","ADV","apiètt","_","_","_","_","_","_","_","_",,,,,,,
"tutto","DET","incósa","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049488",,,,,,
"tutto","PRON","tùtt","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049490",,,,,,
"tutto","DET","tùtt","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049488",,,,,,
"ubbidiente","ADJ","obidiént","_","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/32166",,,,,,
"ubbidienza","NOUN","obidiénsa","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049525",,,,,,
"ubriacare","VERB","imbariagär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049545",,,,,,
"ubriacarsi","VERB","imbariagärs","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049546",,,,,,
"ubriachezza","NOUN","cioncén’na","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049552",,,,,,
"ubriaco","ADJ","brìll","imbariägh","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049553",,,,,,
"ubriacone","NOUN","imbariagón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049555",,,,,,
"uccellaccio","NOUN","ozlàs","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099224",,,,,,
"uccellare","VERB","ozlär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049562",,,,,,
"uccellino","NOUN","ozlén","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1061224",,,,,,
"uccello","NOUN","ozlón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049569",,,,,,
"uccello","NOUN","ozél","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049569",,,,,,
"uccidere","VERB","corär","masär","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049570",,,,,,
"udienza","NOUN","udiensa","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049599",,,,,,
"ufficio","NOUN","oficiètt","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1061232",,,,,,
"ufficio","NOUN","ofìssi","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1061232",,,,,,
"uguale","ADJ","uguäl","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049667",,,,,,
"ulcera","NOUN","ùlsra","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1061238",,,,,,
"ultimo","ADJ","ùltom","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049731",,,,,,
"umido","ADJ","ùmmid","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049841",,,,,,
"umile","ADJ","ùmmil","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049847",,,,,,
"umiliare","VERB","umiliär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049851",,,,,,
"umiliarsi","VERB","padumäros","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049852",,,,,,
"umiliazione","NOUN","umiliasión","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049856",,,,,,
"umiltà","NOUN","umiltä","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049858",,,,,,
"umore","NOUN","umoràs","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049862",,,,,,
"umore","NOUN","umór","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049862",,,,,,
"ungere","VERB","ónzor","ùnzor","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049911",,,,,,
"ungersi","VERB","bzontärs","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049912",,,,,,
"unghia","NOUN","grìff","òngia","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099271",,,,,,
"unghiaccia","NOUN","ongiàsa","_","_","_","_","_","_","_","_",,,,,,,
"unghiata","NOUN","ongiäda","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099272",,,,,,
"unguento","NOUN","bio-bio","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049934",,,,,,
"infezione","NOUN","bio-bio","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1001103",,,,,,
"unico","ADJ","ùnnich","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1049954",,,,,,
"unire","VERB","unír","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050007",,,,,,
"uno","DET","’n","’na","vón","vùnna","_","_","_","_","_","http://liita.it/data/id/lemma/1050055",,,,,,
"uno","NUM","’n","’na","vón","vùnna","_","_","_","_","_","http://liita.it/data/id/lemma/1050057",,,,,,
"una","DET","’n","’na","vón","vùnna","_","_","_","_","_","http://liita.it/data/id/lemma/1061251",,,,,,
"unto","ADJ","ónt","bzónt","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/32196",,,,,,
"untume","NOUN","bzontùmm","ontùmm","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050078",,,,,,
"unzione","NOUN","bzontäda","onzúda","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050083",,,,,,
"uomo","NOUN","bonòmm","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1061265",,,,,,
"uomo","NOUN","òmm","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1061265",,,,,,
"uovo","NOUN","ôv","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099310",,,,,,
"upupa","NOUN","bùbbla","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050098",,,,,,
"urlare","VERB","urlär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050188",,,,,,
"urlatore","NOUN","zbrajón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050191",,,,,,
"urlo","NOUN","ùrol","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050193",,,,,,
"urtare","VERB","sturlär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050228",,,,,,
"urtare","VERB","urtär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050228",,,,,,
"urto","NOUN","urtón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050238",,,,,,
"urto","NOUN","ùrt","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050238",,,,,,
"usanza","NOUN","uzansa","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050249",,,,,,
"usare","VERB","uzär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050250",,,,,,
"usato","ADJ","uzä","_","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/32205",,,,,,
"uscio","NOUN","ùss","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050266",,,,,,
"uscire","VERB","sortìr","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050270",,,,,,
"usignolo","NOUN","lezgnôl","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050277",,,,,,
"uso","NOUN","uz","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050282",,,,,,
"ustione","NOUN","scotàna","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099330",,,,,,
"usuale","ADJ","uzuäl","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050307",,,,,,
"usufrutto","NOUN","uzufrút","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099331",,,,,,
"usuraio","NOUN","uzuräri","zimbianch","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050321",,,,,,
"usurpare","VERB","uzurpär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050332",,,,,,
"utensile","NOUN","mojètta","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050340",,,,,,
"utensili","NOUN","ozvij","_","_","_","_","_","_","_","_",,,,,,,
"utero","NOUN","ùtter","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050347",,,,,,
"utile","ADJ","ùttil","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050352",,,,,,
"utilità","NOUN","contrust","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099335",,,,,,
"uva","NOUN","jàdga","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050376",,,,,,
"uva","NOUN","bezgàn","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050376",,,,,,
"uva","NOUN","ùvva","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050376",,,,,,
"vacanza","NOUN","vacansa","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050410",,,,,,
"vacca","NOUN","vacón’na","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099346",,,,,,
"vacca","NOUN","vaca","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099346",,,,,,
"vaccaro","NOUN","vacär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050416",,,,,,
"vacchetta","NOUN","vachètta","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1061295",,,,,,
"vaccinare","VERB","vacinär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050424",,,,,,
"vaccinazione","NOUN","vacinasión","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050429",,,,,,
"vagabondaggio","NOUN","vagabondag’","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050469",,,,,,
"vagone","NOUN","vagón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050510",,,,,,
"vaiolo","NOUN","varôl","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099355",,,,,,
"vairone","NOUN","varón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050530",,,,,,
"valere","VERB","valér","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050551",,,,,,
"valigia","NOUN","valizón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050580",,,,,,
"valigia","NOUN","valiza","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050580",,,,,,
"valore","NOUN","valôr","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050616",,,,,,
"valoroso","ADJ","valorôz","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050621",,,,,,
"valutare","VERB","balotär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050636",,,,,,
"valzer","NOUN","vàlis","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050647",,,,,,
"vanesio","NOUN","moscardén","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050685",,,,,,
"vanesio","ADJ","moscardén","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050684",,,,,,
"vanesio","ADJ","cagonsél","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050684",,,,,,
"vanesio","NOUN","cagonsél","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050685",,,,,,
"vangare","VERB","vangär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050690",,,,,,
"vanità","NOUN","vanitä","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050711",,,,,,
"vanitoso","ADJ","merdón","spusôr","vanitôz","vasco","_","_","_","_","_","http://liita.it/data/id/lemma/1050712",,,,,,
"vantaggio","NOUN","pro","vantag’","vantagiôz","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050720",,,,,,
"vantare","VERB","vantär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050724",,,,,,
"vanto","NOUN","vànt","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050732",,,,,,
"vapore","NOUN","vapôr","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099370",,,,,,
"variabile","ADJ","variabil","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099377",,,,,,
"variare","VERB","variär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050781",,,,,,
"variazione","NOUN","variasión","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099380",,,,,,
"varici","NOUN","varízi","_","_","_","_","_","_","_","_",,,,,,,
"vasca","NOUN","älbi","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050815",,,,,,
"vasca","NOUN","navàsa","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050815",,,,,,
"vasellame","NOUN","vazlam","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050827",,,,,,
"vaso","NOUN","orinäl","bocäl","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099389",,,,,,
"vaso","NOUN","cògma","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099389",,,,,,
"vaso","NOUN","vazètt","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099389",,,,,,
"vaso","NOUN","bròca","trign","väz","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099389",,,,,,
"vassoio","NOUN","cabarè","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099395",,,,,,
"vattene","INTJ","tabaca","_","_","_","_","_","_","_","_",,,,,,,
"vecchia","ADJ","vécia","_","_","_","_","_","_","_","_",,,,,,,
"vecchia","NOUN","vécia","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1061333",,,,,,
"vecchiaccio","NOUN","vcias","_","_","_","_","_","_","_","_",,,,,,,
"vecchiaia","NOUN","vciära","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050881",,,,,,
"vecchietto","NOUN","vciùss","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1061336",,,,,,
"vecchietto","NOUN","vcén","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1061336",,,,,,
"vecchio","ADJ","véc’","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050890",,,,,,
"vecchione","NOUN","vción","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1061340",,,,,,
"vecchiotto","ADJ","vciòt","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050892",,,,,,
"vedere","VERB","vèddor","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050906",,,,,,
"vedova","NOUN","vedvètta","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1061345",,,,,,
"vedova","NOUN","vèddva","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1061345",,,,,,
"vedovanza","NOUN","vedvansa","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050919",,,,,,
"vedovo","NOUN","vèddov","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050929",,,,,,
"veglione","NOUN","velión","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1050969",,,,,,
"veleno","NOUN","vlén","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051010",,,,,,
"velenoso","ADJ","tozgôz","vlinôz","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051012",,,,,,
"velina","NOUN","velén’na","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051023",,,,,,
"vellutato","ADJ","vlutä","_","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/32266",,,,,,
"velluto","NOUN","vlù","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051052",,,,,,
"velocemente","ADV","spìccia","(a la) spìccia","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/52143",,,,,,
"vendemmiare","VERB","vindumiär","indumiär","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051090",,,,,,
"vendere","VERB","zbocalär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051091",,,,,,
"vendere","VERB","vèndor","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051091",,,,,,
"vendetta","NOUN","vendètta","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051096",,,,,,
"vendicare","VERB","vendicär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051105",,,,,,
"vendicativo","ADJ","vendicativ","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051108",,,,,,
"venditore","NOUN","bigatär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051122",,,,,,
"venduto","ADJ","vendù","_","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/32271",,,,,,
"venerazione","NOUN","venerasión","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051137",,,,,,
"venerdi","NOUN","vanardì","_","_","_","_","_","_","_","_",,,,,,,
"venire","VERB","gnir","vgnir","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051167",,,,,,
"ventaglio","NOUN","vintarôla","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099420",,,,,,
"ventaglio","NOUN","vintajètt","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099420",,,,,,
"ventaglio","NOUN","vintaj","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099420",,,,,,
"venti","NUM","vint","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051197",,,,,,
"ventilare","VERB","scarmajär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051219",,,,,,
"ventilazione","NOUN","ventilasión","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051221",,,,,,
"ventina","NOUN","vintén’na","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051222",,,,,,
"ventisette","NUM","vintisètt","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051247",,,,,,
